,Kind,Name,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethod,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,Change
127,Class,com.android.browser.HistoryItem,1,2,1,0,6,1,18,6,1,42,3,33.0,No Change
128,Public Class,com.android.browser.homepages.HomeProvider,1,1,2,0,7,0,9,9,8,77,2,0.0,No Change
129,Public Class,com.android.browser.homepages.RequestHandler,1,1,2,0,11,3,12,12,2,196,2,55.0,No Change
130,Anonymous Class,com.android.browser.homepages.RequestHandler.(Anon_3),3,1,0,0,1,0,1,1,1,8,2,0.0,No Change
131,Anonymous Class,com.android.browser.homepages.RequestHandler.writeFolderIndex.(Anon_4),3,2,1,0,4,1,4,4,4,43,1,25.0,No Change
132,Anonymous Class,com.android.browser.homepages.RequestHandler.writeTemplatedIndex.(Anon_1),1,1,0,0,1,0,1,1,1,5,2,0.0,No Change
133,Anonymous Class,com.android.browser.homepages.RequestHandler.writeTemplatedIndex.(Anon_2),4,1,1,0,1,0,6,1,1,14,2,0.0,No Change
134,Public Class,com.android.browser.homepages.Template,2,1,7,0,9,2,12,12,5,200,1,77.0,No Change
135,Public Static Abstract Class,com.android.browser.homepages.Template.CursorListEntityWrapper,1,2,0,1,5,1,5,5,5,21,1,19.0,No Change
136,Interface,com.android.browser.homepages.Template.Entity,0,0,1,3,1,0,1,1,0,3,0,0.0,No Change
137,Interface,com.android.browser.homepages.Template.EntityData,0,0,1,2,2,0,2,2,0,4,0,0.0,No Change
138,Static Class,com.android.browser.homepages.Template.HashMapEntityData,1,2,1,0,3,1,3,3,3,14,1,0.0,No Change
139,Static Class,com.android.browser.homepages.Template.ListEntity,1,2,3,0,2,2,2,2,2,16,1,0.0,No Change
140,Interface,com.android.browser.homepages.Template.ListEntityIterator,0,1,0,2,2,0,4,2,0,4,1,0.0,No Change
141,Static Class,com.android.browser.homepages.Template.SimpleEntity,1,2,1,0,2,1,2,2,2,10,1,0.0,No Change
142,Static Class,com.android.browser.homepages.Template.StringEntity,1,2,1,0,2,1,2,2,2,10,1,0.0,No Change
143,Public Class,com.android.browser.HttpAuthenticationDialog,1,1,2,0,8,8,8,8,5,95,1,71.0,No Change
144,Public Interface,com.android.browser.HttpAuthenticationDialog.CancelListener,0,0,0,1,1,0,1,1,0,3,0,0.0,No Change
145,Anonymous Class,com.android.browser.HttpAuthenticationDialog.createDialog.(Anon_1),2,1,1,0,1,0,1,1,1,9,2,0.0,No Change
146,Anonymous Class,com.android.browser.HttpAuthenticationDialog.createDialog.(Anon_2),2,1,2,0,1,0,1,1,1,5,2,0.0,No Change
147,Anonymous Class,com.android.browser.HttpAuthenticationDialog.createDialog.(Anon_3),2,1,2,0,1,0,1,1,1,3,2,0.0,No Change
148,Anonymous Class,com.android.browser.HttpAuthenticationDialog.createDialog.(Anon_4),2,1,2,0,1,0,1,1,1,3,2,0.0,No Change
149,Public Interface,com.android.browser.HttpAuthenticationDialog.OkListener,0,0,0,1,1,0,1,1,0,3,0,0.0,No Change
150,Public Class,com.android.browser.IntentHandler,8,1,12,0,2,4,5,5,1,248,1,60.0,Lines Increased
151,Anonymous Class,com.android.browser.IntentHandler.handleWebSearchRequest.(Anon_1),1,1,1,0,1,0,1,1,0,6,2,0.0,No Change
152,Static Class,com.android.browser.IntentHandler.UrlData,1,1,2,0,7,5,7,7,0,42,1,60.0,No Change
153,Class,com.android.browser.KeyChainLookup,2,1,0,0,2,3,2,2,0,26,2,0.0,No Change
154,Public Class,com.android.browser.LogTag,1,1,0,0,0,0,3,3,3,14,1,0.0,No Change
155,Public Class,com.android.browser.NavigationBarBase,1,5,7,2,29,6,29,29,22,187,2,86.0,No Change
156,Anonymous Class,com.android.browser.NavigationBarBase.onDismiss.(Anon_1),2,1,2,0,1,0,1,1,1,7,2,0.0,No Change
157,Public Class,com.android.browser.NavigationBarPhone,2,4,7,0,16,17,45,16,12,207,3,83.0,No Change
158,Public Class,com.android.browser.NavigationBarTablet,2,2,7,0,22,20,51,22,12,275,3,87.0,No Change
159,Anonymous Class,com.android.browser.NavigationBarTablet.hideNavButtons.(Anon_1),1,1,1,0,1,0,1,1,1,6,2,0.0,No Change
160,Public Class,com.android.browser.NavScreen,1,4,10,0,15,18,15,15,5,191,2,85.0,No Change
161,Anonymous Class,com.android.browser.NavScreen.init.(Anon_1),1,2,3,0,1,0,1,1,1,5,1,0.0,No Change
162,Anonymous Class,com.android.browser.NavScreen.openNewTab.(Anon_2),1,2,4,0,1,0,1,1,1,7,1,0.0,No Change
163,Class,com.android.browser.NavScreen.TabAdapter,1,1,4,0,5,2,5,5,5,44,2,60.0,No Change
164,Anonymous Class,com.android.browser.NavScreen.TabAdapter.getView.(Anon_3),4,1,7,0,1,0,1,1,1,16,2,0.0,No Change
165,Public Class,com.android.browser.NavTabScroller,2,1,4,0,41,13,117,41,10,462,3,91.0,No Change
166,Anonymous Class,com.android.browser.NavTabScroller.animateOut.(Anon_2),2,1,2,0,1,0,1,1,1,10,2,0.0,No Change
167,Static Class,com.android.browser.NavTabScroller.ContentLayout,2,1,1,0,2,1,2,2,1,23,2,0.0,No Change
168,Interface,com.android.browser.NavTabScroller.OnLayoutListener,0,0,0,1,1,0,1,1,1,3,0,0.0,No Change
169,Interface,com.android.browser.NavTabScroller.OnRemoveListener,0,0,0,1,1,0,1,1,1,3,0,0.0,No Change
170,Anonymous Class,com.android.browser.NavTabScroller.setAdapter.(Anon_1),1,1,1,0,2,0,2,2,2,10,2,0.0,No Change
171,Public Class,com.android.browser.NavTabView,1,1,1,0,12,8,12,12,4,89,2,80.0,No Change
172,Public Class,com.android.browser.NetworkStateHandler,1,1,2,0,6,5,6,6,1,62,1,53.0,No Change
173,Anonymous Class,com.android.browser.NetworkStateHandler.NetworkStateHandler.(Anon_1),3,1,2,0,1,0,1,1,1,17,2,0.0,No Change
174,Public Class,com.android.browser.NfcHandler,2,2,2,0,2,5,4,4,4,61,1,70.0,No Change
175,Anonymous Class,com.android.browser.NfcHandler.(Anon_1),2,1,2,0,1,0,1,1,1,8,2,0.0,No Change
176,Public Class,com.android.browser.OpenDownloadReceiver,2,1,0,0,3,1,3,3,1,54,2,83.0,No Change
177,Anonymous Class,com.android.browser.OpenDownloadReceiver.onReceive.(Anon_1),1,1,1,0,1,0,1,1,1,6,2,0.0,No Change
178,Public Interface,com.android.browser.OptionsMenuHandler,0,0,0,0,3,0,3,3,0,5,0,0.0,No Change
179,Public Class,com.android.browser.PageDialogsHandler,3,1,3,0,9,13,9,9,3,261,1,76.0,No Change
180,Anonymous Class,com.android.browser.PageDialogsHandler.showHttpAuthentication.(Anon_1),1,2,1,0,1,0,1,1,1,6,1,0.0,No Change
181,Anonymous Class,com.android.browser.PageDialogsHandler.showHttpAuthentication.(Anon_2),1,2,2,0,1,0,1,1,1,6,1,0.0,No Change
182,Anonymous Class,com.android.browser.PageDialogsHandler.showPageInfo.(Anon_3),2,1,1,0,1,0,1,1,1,12,2,0.0,No Change
183,Anonymous Class,com.android.browser.PageDialogsHandler.showPageInfo.(Anon_4),2,1,1,0,1,0,1,1,1,11,2,0.0,No Change
184,Anonymous Class,com.android.browser.PageDialogsHandler.showPageInfo.(Anon_5),2,1,1,0,1,0,1,1,1,14,2,0.0,No Change
185,Anonymous Class,com.android.browser.PageDialogsHandler.showSSLCertificate.(Anon_6),1,1,1,0,1,0,1,1,1,7,2,0.0,No Change
186,Anonymous Class,com.android.browser.PageDialogsHandler.showSSLCertificate.(Anon_7),1,1,1,0,1,0,1,1,1,6,2,0.0,No Change
187,Anonymous Class,com.android.browser.PageDialogsHandler.showSSLCertificateOnError.(Anon_10),1,1,2,0,1,0,1,1,1,9,2,0.0,No Change
188,Anonymous Class,com.android.browser.PageDialogsHandler.showSSLCertificateOnError.(Anon_8),1,1,2,0,1,0,1,1,1,10,2,0.0,No Change
189,Anonymous Class,com.android.browser.PageDialogsHandler.showSSLCertificateOnError.(Anon_9),1,1,3,0,1,0,1,1,1,9,2,0.0,No Change
190,Public Class,com.android.browser.PageProgressView,1,1,0,0,7,5,7,7,5,62,2,68.0,No Change
191,Anonymous Class,com.android.browser.PageProgressView.init.(Anon_1),3,1,1,0,1,0,1,1,1,13,2,0.0,No Change
192,Public Class,com.android.browser.Performance,4,1,2,0,0,0,4,4,0,93,1,50.0,No Change
193,Public Class,com.android.browser.PermissionsPrompt,1,1,0,0,8,5,8,8,5,74,2,77.0,No Change
194,Anonymous Class,com.android.browser.PermissionsPrompt.init.(Anon_1),1,1,1,0,1,0,1,1,1,5,2,0.0,No Change
195,Anonymous Class,com.android.browser.PermissionsPrompt.init.(Anon_2),1,1,1,0,1,0,1,1,1,5,2,0.0,No Change
196,Public Class,com.android.browser.PhoneUi,2,1,13,0,25,6,107,25,19,436,2,87.0,No Change
197,Static Class,com.android.browser.PhoneUi.AnimScreen,2,1,2,0,6,6,6,6,3,76,1,63.0,No Change
198,Anonymous Class,com.android.browser.PhoneUi.hideNavScreen.(Anon_2),1,1,4,0,1,0,1,1,1,7,2,0.0,No Change
199,Anonymous Class,com.android.browser.PhoneUi.showNavScreen.(Anon_1),1,1,4,0,1,0,1,1,1,7,2,0.0,No Change
200,Public Class,com.android.browser.PieControl,2,3,13,0,13,23,13,13,4,278,1,79.0,No Change
201,Anonymous Class,com.android.browser.PieControl.populateMenu.(Anon_1),1,2,1,0,1,0,1,1,1,5,1,0.0,No Change
202,Static Class,com.android.browser.PieControl.TabAdapter,1,2,2,0,7,4,7,7,7,59,2,60.0,No Change
203,Anonymous Class,com.android.browser.PieControl.TabAdapter.getView.(Anon_2),1,1,2,0,1,0,1,1,1,5,2,0.0,No Change
204,Public Interface,com.android.browser.PreferenceKeys,0,0,0,1,0,0,0,0,0,59,0,0.0,No Change
205,Public Class,com.android.browser.preferences.AccessibilityPreferencesFragment,1,2,2,0,9,2,9,9,5,79,2,55.0,No Change
206,Public Class,com.android.browser.preferences.AdvancedPreferencesFragment,2,2,3,0,5,0,5,5,3,94,2,0.0,No Change
207,Anonymous Class,com.android.browser.preferences.AdvancedPreferencesFragment.onResume.(Anon_1),2,1,1,0,1,0,1,1,1,7,2,0.0,No Change
208,Anonymous Class,com.android.browser.preferences.AdvancedPreferencesFragment.onResume.(Anon_2),2,1,1,0,1,0,1,1,1,7,2,0.0,No Change
209,Public Class,com.android.browser.preferences.BandwidthPreferencesFragment,3,1,2,0,2,0,2,2,2,28,2,0.0,No Change
210,Public Class,com.android.browser.preferences.DebugPreferencesFragment,1,2,3,0,2,0,2,2,2,20,2,0.0,No Change
211,Public Class,com.android.browser.preferences.FontSizePreview,1,1,1,0,6,1,17,6,3,35,3,66.0,No Change
212,Public Class,com.android.browser.preferences.GeneralPreferencesFragment,3,2,3,0,6,3,6,6,2,140,2,61.0,No Change
213,Anonymous Class,com.android.browser.preferences.GeneralPreferencesFragment.promptForHomepage.(Anon_1),1,1,3,0,1,0,1,1,1,9,2,0.0,No Change
214,Anonymous Class,com.android.browser.preferences.GeneralPreferencesFragment.promptForHomepage.(Anon_2),1,1,0,0,1,0,1,1,1,5,2,0.0,No Change
215,Anonymous Class,com.android.browser.preferences.GeneralPreferencesFragment.promptForHomepage.(Anon_3),2,1,1,0,1,0,1,1,1,9,2,0.0,No Change
216,Public Class,com.android.browser.preferences.InvertedContrastPreview,1,1,0,0,5,1,16,5,3,45,3,80.0,No Change
217,Public Class,com.android.browser.preferences.LabPreferencesFragment,1,1,0,0,1,0,1,1,1,7,2,0.0,No Change
