,Kind,Name,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethod,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,Change
266,Anonymous Class,com.android.calendar.selectcalendars.SelectSyncedCalendarsMultiAccountAdapter.bindChildView.(Anon_3),4,1,3,0,1,0,1,1,1,16,2,0,No Change
267,Private Class,com.android.calendar.selectcalendars.SelectSyncedCalendarsMultiAccountAdapter.RefreshCalendars,1,2,1,0,2,3,2,2,2,24,1,0,No Change
268,Public Class,com.android.calendar.selectcalendars.SelectVisibleCalendarsActivity,1,1,4,0,6,3,7,6,5,61,3,77,No Change
269,Anonymous Class,com.android.calendar.selectcalendars.SelectVisibleCalendarsActivity.(Anon_1),1,1,4,0,2,0,2,2,2,9,2,0,No Change
270,Public Class,com.android.calendar.selectcalendars.SelectVisibleCalendarsFragment,1,4,6,0,14,7,14,14,14,130,2,84,No Change
271,Anonymous Class,com.android.calendar.selectcalendars.SelectVisibleCalendarsFragment.onAttach.(Anon_1),1,1,2,0,1,0,17,1,0,6,3,0,No Change
272,Public Class,com.android.calendar.StickyHeaderListView,2,2,2,0,13,16,13,13,9,177,2,84,No Change
273,Public Interface,com.android.calendar.StickyHeaderListView.HeaderHeightListener,0,0,0,1,1,0,1,1,0,3,0,0,No Change
274,Public Interface,com.android.calendar.StickyHeaderListView.HeaderIndexer,0,0,0,1,2,0,2,2,0,4,0,0,No Change
275,Public Class,com.android.calendar.UpgradeReceiver,1,1,1,0,1,0,1,1,1,5,2,0,No Change
276,Public Class,com.android.calendar.Utils,3,1,13,0,0,0,82,82,66,1231,1,97,No Change
277,Private Static Class,com.android.calendar.Utils.CalendarBroadcastReceiver,2,1,0,0,2,1,2,2,2,18,2,0,No Change
278,Private Static Class,com.android.calendar.Utils.DNASegment,0,1,0,0,0,4,0,0,0,6,1,0,No Change
279,Public Static Class,com.android.calendar.Utils.DNAStrand,0,1,0,0,0,5,0,0,0,7,1,0,No Change
280,Class,com.android.calendar.widget.CalendarAppWidgetModel,4,1,5,0,5,9,5,5,3,320,1,51,No Change
281,Static Class,com.android.calendar.widget.CalendarAppWidgetModel.DayInfo,3,1,0,0,4,2,4,4,3,38,1,12,No Change
282,Static Class,com.android.calendar.widget.CalendarAppWidgetModel.EventInfo,7,1,0,0,4,12,4,4,4,109,1,25,No Change
283,Static Class,com.android.calendar.widget.CalendarAppWidgetModel.RowInfo,1,1,0,0,1,2,1,1,0,10,1,0,No Change
284,Public Class,com.android.calendar.widget.CalendarAppWidgetProvider,1,1,4,0,4,0,8,8,3,110,2,0,No Change
285,Public Class,com.android.calendar.widget.CalendarAppWidgetService,1,1,2,0,1,0,2,2,1,425,2,0,No Change
286,Public Static Class,com.android.calendar.widget.CalendarAppWidgetService.CalendarFactory,2,3,7,0,18,11,21,21,13,365,2,89,No Change
287,Anonymous Class,com.android.calendar.widget.CalendarAppWidgetService.CalendarFactory.(Anon_1),2,1,1,0,1,0,1,1,1,7,2,0,No Change
288,Anonymous Class,com.android.calendar.widget.CalendarAppWidgetService.CalendarFactory.createUpdateLoaderRunnable.(Anon_2),2,1,1,0,1,0,1,1,1,14,2,0,No Change
289,Anonymous Class,com.android.calendar.widget.CalendarAppWidgetService.CalendarFactory.onReceive.(Anon_3),2,1,1,0,1,0,1,1,1,18,2,0,No Change
290,Anonymous Class,com.android.calendar.widget.CalendarAppWidgetService.CalendarFactory.onReceive.(Anon_3).run.(Anon_4),1,1,2,0,1,0,1,1,1,6,2,0,No Change
