,Kind,Name,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethod,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,Change
435,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorDrawTabletUI.EditorDrawTabletUI.(for_loop_2).(Anon_5),2,1,8,0,1,0,1,1,1,19,2,0,No Change
436,Public Class,com.android.gallery3d.filtershow.editors.EditorGrad,1,3,9,0,30,6,79,30,26,338,3,90,Lines Increased
437,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorGrad.openUtilityPanel.(Anon_1),1,1,1,0,1,0,1,1,1,5,2,0,No Change
438,Private Class,com.android.gallery3d.filtershow.editors.EditorGrad.ParamAdapter,1,2,3,0,6,5,6,6,5,54,1,60,No Change
439,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorGrad.setUpPopupMenu.(Anon_4),5,1,4,0,1,0,1,1,1,28,2,0,No Change
440,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorGrad.setUtilityPanelUI.(Anon_2),1,1,1,0,1,0,1,1,1,5,2,0,No Change
441,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorGrad.setUtilityPanelUI.(Anon_3),1,1,1,0,1,0,1,1,1,5,2,0,No Change
442,Public Interface,com.android.gallery3d.filtershow.editors.EditorInfo,0,0,0,3,3,0,3,3,3,4,0,0,Lines Increased
443,Public Class,com.android.gallery3d.filtershow.editors.EditorMirror,1,2,5,0,10,1,44,10,10,66,2,70,Lines Increased
444,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorMirror.openUtilityPanel.(Anon_1),1,1,2,0,1,0,1,1,1,5,2,0,No Change
445,Public Class,com.android.gallery3d.filtershow.editors.EditorPanel,2,1,6,0,6,3,6,6,6,110,2,55,Lines Increased
446,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorPanel.onCreateView.(Anon_1),1,1,2,0,1,0,1,1,1,7,2,0,No Change
447,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorPanel.onCreateView.(Anon_2),1,1,3,0,1,0,1,1,1,7,2,0,No Change
448,Public Class,com.android.gallery3d.filtershow.editors.EditorRedEye,1,1,4,0,5,2,39,5,4,29,2,80,Lines Increased
449,Public Class,com.android.gallery3d.filtershow.editors.EditorRedEye,1,1,4,0,5,2,39,5,4,29,2,80,Lines Increased
450,Public Class,com.android.gallery3d.filtershow.editors.EditorStraighten,1,2,5,0,10,1,44,10,10,64,2,70,Lines Increased
451,Public Class,com.android.gallery3d.filtershow.editors.EditorTinyPlanet,1,1,4,0,4,1,69,4,4,27,4,50,Lines Increased
452,Public Class,com.android.gallery3d.filtershow.editors.EditorVignette,2,1,8,0,16,15,65,16,11,304,3,84,Lines Increased
453,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorVignette.openUtilityPanel.(Anon_1),1,1,1,0,1,0,1,1,1,6,2,0,No Change
454,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorVignette.openUtilityPanel.(Anon_2),1,1,3,0,1,0,1,1,1,6,2,0,No Change
455,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorVignette.swapLeft.(Anon_3),1,1,1,0,1,0,1,1,1,6,2,0,No Change
456,Anonymous Class,com.android.gallery3d.filtershow.editors.EditorVignette.swapRight.(Anon_4),1,1,1,0,1,0,1,1,1,6,2,0,No Change
457,Public Class,com.android.gallery3d.filtershow.editors.EditorZoom,1,1,0,0,1,0,66,1,1,6,4,0,No Change
458,Public Class,com.android.gallery3d.filtershow.editors.ImageOnlyEditor,1,1,1,0,4,1,38,4,3,18,2,100,No Change
459,Public Class,com.android.gallery3d.filtershow.editors.ParametricEditor,1,1,21,6,13,6,49,15,9,141,2,91,Lines Increased
460,Public Class,com.android.gallery3d.filtershow.editors.SwapButton,1,2,1,0,10,4,10,10,10,69,2,86,Lines Increased
461,Public Interface,com.android.gallery3d.filtershow.editors.SwapButton.SwapButtonListener,0,0,0,1,2,0,2,2,2,4,0,0,No Change
462,Public Abstract Class,com.android.gallery3d.filtershow.filters.BaseFiltersManager,1,2,34,0,19,6,19,19,17,281,1,86,Lines Increased
463,Public Class,com.android.gallery3d.filtershow.filters.ColorSpaceMatrix,1,1,0,0,18,1,18,18,10,129,1,11,Lines Increased
464,Public Class,com.android.gallery3d.filtershow.filters.FilterBasicRepresentation,1,2,2,1,25,6,64,25,24,144,2,84,Lines Increased
465,Public Class,com.android.gallery3d.filtershow.filters.FilterChanSatRepresentation,1,2,4,0,18,9,57,18,17,152,2,91,No Change
466,Public Class,com.android.gallery3d.filtershow.filters.FilterColorBorderRepresentation,1,1,5,0,20,5,59,20,19,146,2,86,Lines Increased
467,Public Class,com.android.gallery3d.filtershow.filters.FilterCropRepresentation,1,1,1,0,15,1,57,18,17,125,2,44,Lines Increased
468,Public Class,com.android.gallery3d.filtershow.filters.FilterCurvesRepresentation,2,1,2,0,11,1,50,11,10,135,2,45,Lines Increased
469,Public Class,com.android.gallery3d.filtershow.filters.FilterDirectRepresentation,1,1,0,0,3,0,42,3,2,15,2,0,Lines Increased
470,Public Class,com.android.gallery3d.filtershow.filters.FilterDrawRepresentation,2,1,7,0,23,8,63,24,21,307,2,90,Lines Increased
471,Public Static Class,com.android.gallery3d.filtershow.filters.FilterDrawRepresentation.StrokeData,1,2,0,0,5,6,5,5,5,41,1,50,No Change
472,Public Class,com.android.gallery3d.filtershow.filters.FilterFxRepresentation,1,1,2,0,12,2,51,12,11,77,2,62,Lines Increased
473,Public Class,com.android.gallery3d.filtershow.filters.FilterGradRepresentation,2,2,4,0,34,2,73,34,32,418,2,61,Lines Increased
474,Static Class,com.android.gallery3d.filtershow.filters.FilterGradRepresentation.Band,1,1,0,0,3,8,3,3,3,28,1,50,No Change
