,Kind,Name,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethod,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,Change
27,Public Class,com.android.incallui.CallCardFragment,2,2,8,0,40,38,46,40,24,743,3,93,Lines Increased
28,Anonymous Class,com.android.incallui.CallCardFragment.animateForNewOutgoingCall.(Anon_7),2,1,2,0,1,0,1,1,1,32,2,0,Class Deleted
29,Anonymous Class,com.android.incallui.CallCardFragment.animateForNewOutgoingCall.(Anon_7).onGlobalLayout.(Anon_8),1,1,2,0,1,0,1,1,1,5,2,0,Class Deleted
30,Anonymous Class,com.android.incallui.CallCardFragment.getShrinkAnimator.(Anon_11),1,1,1,0,1,0,1,1,1,11,2,0,Class Deleted
31,Private Class,com.android.incallui.CallCardFragment.LayoutIgnoringListener,1,2,0,0,1,0,1,1,1,17,1,0,No Change
32,Anonymous Class,com.android.incallui.CallCardFragment.onResume.(Anon_9),2,1,1,0,1,0,1,1,1,11,2,0,Class Deleted
33,Anonymous Class,com.android.incallui.CallCardFragment.onViewCreated.(Anon_1),1,1,2,0,1,0,1,1,1,5,2,0,No Change
34,Anonymous Class,com.android.incallui.CallCardFragment.onViewCreated.(Anon_2),1,1,3,0,1,0,1,1,1,6,2,0,Lines Decreased
35,Anonymous Class,com.android.incallui.CallCardFragment.onViewCreated.(Anon_3),1,1,2,0,1,0,1,1,1,5,2,0,Lines Increased
36,Anonymous Class,com.android.incallui.CallCardFragment.onViewCreated.(Anon_4),1,1,1,0,1,0,1,1,1,6,2,0,Modified
37,Anonymous Class,com.android.incallui.CallCardFragment.setCallCardVisible.(Anon_5),14,1,1,0,1,0,1,1,1,67,2,0,Class Deleted
38,Anonymous Class,com.android.incallui.CallCardFragment.setCallCardVisible.(Anon_5).onPreDraw.(Anon_6),2,1,1,0,2,0,2,2,2,15,2,0,Class Deleted
39,Anonymous Class,com.android.incallui.CallCardFragment.updateFabPositionForSecondaryCallInfo.(Anon_10),2,1,1,0,1,0,1,1,1,10,2,0,Class Deleted
40,Public Class,com.android.incallui.CallCardPresenter,2,5,13,0,33,7,41,37,12,472,2,83,Lines Increased
41,Anonymous Class,com.android.incallui.CallCardPresenter.CallCardPresenter.(Anon_1),1,1,1,0,1,0,1,1,1,5,2,0,No Change
42,Public Interface,com.android.incallui.CallCardPresenter.CallCardUi,0,1,0,1,15,0,15,15,0,23,1,0,Lines Increased
43,Public Static Class,com.android.incallui.CallCardPresenter.ContactLookupCallback,1,2,2,0,3,2,3,3,3,22,1,16,No Change
44,Public Class,com.android.incallui.CallerInfo,3,1,1,0,7,25,13,13,6,243,1,84,Lines Increased
45,Public Class,com.android.incallui.CallerInfoAsyncQuery,2,1,6,0,3,1,5,5,1,208,1,40,Lines Decreased
46,Private Class,com.android.incallui.CallerInfoAsyncQuery.CallerInfoAsyncQueryHandler,4,1,7,0,4,3,4,4,1,118,2,75,No Change
47,Protected Class,com.android.incallui.CallerInfoAsyncQuery.CallerInfoAsyncQueryHandler.CallerInfoWorkerHandler,4,1,3,0,2,0,2,2,2,34,2,0,No Change
48,Private Static Class,com.android.incallui.CallerInfoAsyncQuery.CookieWrapper,0,1,1,0,0,4,0,0,0,6,1,0,No Change
49,Public Interface,com.android.incallui.CallerInfoAsyncQuery.OnQueryCompleteListener,0,0,1,1,1,0,1,1,1,3,0,0,Modified
50,Public Static Class,com.android.incallui.CallerInfoAsyncQuery.QueryPoolException,1,1,0,0,1,0,1,1,1,5,2,0,No Change
51,Public Class,com.android.incallui.CallerInfoUtils,2,1,4,0,1,0,8,8,4,108,1,0,Lines Increased
52,Anonymous Class,com.android.incallui.CallerInfoUtils.sendViewNotification.(Anon_1),2,1,1,0,1,0,1,1,1,10,2,0,No Change
53,Public Class,com.android.incallui.CallList,2,2,3,0,40,8,41,41,32,339,1,93,Lines Increased
54,Anonymous Class,com.android.incallui.CallList.(Anon_1),2,1,3,0,2,0,2,2,2,22,2,0,Lines Decreased
55,Anonymous Class,com.android.incallui.CallList.(Anon_2),2,1,2,0,1,0,1,1,1,13,2,0,Class Deleted
56,Public Interface,com.android.incallui.CallList.CallUpdateListener,0,0,0,1,1,0,1,1,1,3,0,0,Lines Increased
57,Public Interface,com.android.incallui.CallList.Listener,0,0,1,2,3,0,3,3,3,5,0,0,Lines Increased
58,Public Class,com.android.incallui.CallTimer,1,1,1,0,4,5,4,4,3,49,2,25,No Change
59,Private Class,com.android.incallui.CallTimer.CallTimerCallback,1,2,1,0,1,0,1,1,1,6,1,0,No Change
60,Public Class,com.android.incallui.ConferenceManagerFragment,1,2,2,0,11,3,17,11,9,125,3,72,Lines Decreased
61,Anonymous Class,com.android.incallui.ConferenceManagerFragment.setupEndButtonForRow.(Anon_1),1,1,3,0,1,0,1,1,1,5,2,0,Class Deleted
62,Anonymous Class,com.android.incallui.ConferenceManagerFragment.setupSeparateButtonForRow.(Anon_2),1,1,3,0,1,0,1,1,1,5,2,0,Class Deleted
63,Public Class,com.android.incallui.ConferenceManagerPresenter,2,2,9,0,9,2,13,9,8,114,2,72,Lines Decreased
64,Public Interface,com.android.incallui.ConferenceManagerPresenter.ConferenceManagerUi,0,1,0,1,6,0,6,6,0,9,1,0,Lines Decreased
65,Public Class,com.android.incallui.ContactInfoCache,3,2,11,0,10,4,14,14,7,320,1,75,Lines Increased
66,Public Static Class,com.android.incallui.ContactInfoCache.ContactCacheEntry,1,1,0,0,1,10,1,1,1,25,1,19,No Change
67,Public Interface,com.android.incallui.ContactInfoCache.ContactInfoCacheCallback,0,0,1,2,2,0,2,2,2,4,0,0,Modified
68,Private Class,com.android.incallui.ContactInfoCache.FindInfoCallback,1,2,3,0,2,1,2,2,2,10,1,0,No Change
69,Class,com.android.incallui.ContactInfoCache.PhoneNumberServiceListener,3,3,4,0,3,1,3,3,2,45,1,0,No Change
70,Public Class,com.android.incallui.ContactsAsyncHelper,1,1,4,0,1,1,2,2,1,132,1,66,No Change
71,Anonymous Class,com.android.incallui.ContactsAsyncHelper.(Anon_1),3,1,4,0,1,0,1,1,1,16,2,0,No Change
72,Public Interface,com.android.incallui.ContactsAsyncHelper.OnImageLoadCompleteListener,0,0,0,1,1,0,1,1,1,4,0,0,No Change
73,Private Static Class,com.android.incallui.ContactsAsyncHelper.WorkerArgs,0,1,1,0,0,6,0,0,0,8,1,0,No Change
74,Private Class,com.android.incallui.ContactsAsyncHelper.WorkerHandler,4,1,3,0,3,0,3,3,2,71,2,0,No Change
75,Public Class,com.android.incallui.DialpadFragment,2,6,3,0,17,3,23,17,13,322,3,82,Lines Increased
76,Public Static Class,com.android.incallui.DialpadFragment.DialpadSlidingLinearLayout,1,1,0,0,5,0,5,5,5,19,2,0,No Change
77,Private Class,com.android.incallui.DialpadFragment.DTMFKeyListener,2,1,3,0,10,1,10,10,5,96,2,90,No Change
78,Public Static Class,com.android.incallui.DialpadFragment.HoverIgnoringLinearLayout,1,1,0,0,4,0,4,4,4,15,2,0,Class Deleted
79,Anonymous Class,com.android.incallui.DialpadFragment.onClick.(Anon_1),1,1,2,0,1,0,1,1,1,5,2,0,No Change
80,Public Class,com.android.incallui.DialpadPresenter,1,2,7,0,5,1,9,5,5,41,2,19,Modified
81,Public Interface,com.android.incallui.DialpadPresenter.DialpadUi,0,1,0,1,2,0,2,2,0,4,1,0,No Change
82,Public Class,com.android.incallui.GlowPadWrapper,1,2,3,0,12,4,82,12,10,108,3,81,Lines Increased
83,Anonymous Class,com.android.incallui.GlowPadWrapper.(Anon_1),2,1,1,0,1,0,1,1,1,9,2,0,No Change
84,Public Interface,com.android.incallui.GlowPadWrapper.AnswerListener,0,0,0,1,3,0,3,3,0,5,0,0,Lines Increased
85,Public Class,com.android.incallui.InCallActivity,2,1,15,0,35,19,35,35,17,448,2,91,Lines Increased
86,Anonymous Class,com.android.incallui.InCallActivity.(Anon_1),1,1,1,0,1,0,1,1,1,5,2,0,No Change
87,Anonymous Class,com.android.incallui.InCallActivity.showErrorDialog.(Anon_2),1,1,1,0,1,0,1,1,1,4,2,0,Class Deleted
88,Anonymous Class,com.android.incallui.InCallActivity.showErrorDialog.(Anon_3),1,1,1,0,1,0,1,1,1,4,2,0,Class Deleted
89,Public Class,com.android.incallui.InCallAnimationUtils,2,1,2,0,1,0,4,4,1,96,1,0,No Change
90,Private Static Class,com.android.incallui.InCallAnimationUtils.CrossFadeDrawable,1,1,0,0,4,2,4,4,4,31,2,50,No Change
91,Anonymous Class,com.android.incallui.InCallAnimationUtils.startCrossFade.(Anon_1),2,1,1,0,2,0,2,2,2,19,2,0,No Change
92,Public Class,com.android.incallui.InCallApp,1,1,0,0,3,0,3,3,3,45,2,0,Class Deleted
93,Public Static Class,com.android.incallui.InCallApp.NotificationBroadcastReceiver,7,1,3,0,1,0,1,1,1,22,2,0,Class Deleted
94,Public Class,com.android.incallui.InCallCameraManager,3,1,1,0,5,5,5,5,4,63,1,68,Lines Increased
